g,akurasi
0.006628874064754683,0.26666666666666666
0.012395974304282093,0.26666666666666666
0.02054366610496806,0.43333333333333335
0.02432555333012041,0.5666666666666667
0.03269425059701083,0.6
0.03656988848830659,0.6333333333333333
0.03977563060495872,0.6333333333333333
0.04822698263955226,0.6333333333333333
0.05402759702534143,0.6333333333333333
0.054388571288109026,0.6333333333333333
0.058414964296217044,0.6333333333333333
0.059143940102652906,0.6333333333333333
0.0654084114052465,0.6333333333333333
0.07028419460165268,0.6333333333333333
0.07812191253941252,0.6333333333333333
0.07933541856707922,0.6333333333333333
0.08636455998455056,0.6333333333333333
0.09134122932971406,0.6333333333333333
0.10030581752637698,0.6333333333333333
0.1100082675656882,0.6333333333333333
0.11091993151136474,0.6333333333333333
0.11116888932893774,0.6333333333333333
0.11149935339907872,0.6333333333333333
0.12034407246824572,0.6333333333333333
0.1276602495894444,0.6333333333333333
0.12889878010956682,0.6333333333333333
0.13591983551051712,0.6333333333333333
0.1408065998793148,0.6333333333333333
0.1434205210162067,0.6333333333333333
0.1493113018728534,0.6666666666666666
0.1558790394725234,0.6666666666666666
0.1639631702968868,0.6666666666666666
0.17027253064160924,0.6666666666666666
0.17730684952227843,0.6666666666666666
0.18061854558363552,0.6666666666666666
0.18269638352947734,0.6666666666666666
0.18768068358877524,0.6666666666666666
0.19283044201521354,0.6666666666666666
0.20174473944536375,0.6666666666666666
0.2080317480627976,0.6666666666666666
0.21722340344596108,0.6666666666666666
0.22205575772506692,0.6666666666666666
0.22249739345329375,0.6666666666666666
0.22976322384284964,0.6666666666666666
0.2339728094627022,0.7
0.24303277639319004,0.7333333333333333
0.25302906115775087,0.7666666666666667
0.2621750983025435,0.7666666666666667
0.26874721376183464,0.7666666666666667
0.26968001832462374,0.7666666666666667
0.2785322506471704,0.7666666666666667
0.2879604731571128,0.7666666666666667
0.29266279944440743,0.8
0.30142540201936646,0.8
0.3102166446070811,0.8
0.31270020393118886,0.8
0.3162318928957569,0.8
0.3173501864798277,0.8
0.32458328962503097,0.8
0.33290343461226785,0.8
0.33390432384399044,0.8
0.3388634703442478,0.8
0.3427244125871032,0.8
0.3460995354403818,0.8
0.3475662966195403,0.8
0.35495161959868754,0.8
0.35496533325624746,0.8
0.3637094732708359,0.8333333333333334
0.36495825201202353,0.8333333333333334
0.3727833439249347,0.8333333333333334
0.3821049800760991,0.8333333333333334
0.38827962174389374,0.8666666666666667
0.3902425572441782,0.8666666666666667
0.39787493745066477,0.8666666666666667
0.4029401849095492,0.8666666666666667
0.4069881737805792,0.8666666666666667
0.40918386728875755,0.8666666666666667
0.4171046295204135,0.8666666666666667
0.4255411355929089,0.8666666666666667
0.43377951542366167,0.8666666666666667
0.4425872629974383,0.8666666666666667
0.4518165276421447,0.8666666666666667
0.45903207229005766,0.8333333333333334
0.4626248304800449,0.8666666666666667
0.46961082874696614,0.8666666666666667
0.4754399365487684,0.8666666666666667
0.47818228633381243,0.8666666666666667
0.4867831834860926,0.8666666666666667
0.49026835914076,0.8666666666666667
0.4946609227129244,0.8666666666666667
0.4973999679254718,0.8666666666666667
0.5058876821566852,0.8666666666666667
0.514202600059448,0.8666666666666667
0.5191045649538338,0.8666666666666667
0.5254326117947419,0.8666666666666667
0.5313394567339361,0.8666666666666667
0.5335678071872935,0.8666666666666667
0.5394961639224604,0.8666666666666667
0.5443777236195501,0.8666666666666667
0.5446152326558655,0.8666666666666667
0.548136183886768,0.8666666666666667
0.5551048983859034,0.8666666666666667
0.555904864766883,0.8666666666666667
0.5632996022867038,0.8666666666666667
0.5698952034943819,0.8666666666666667
0.5785103244821274,0.8666666666666667
0.5805994559614528,0.8666666666666667
0.5809349289553661,0.8666666666666667
0.588357130163926,0.8666666666666667
0.5918243377553776,0.8666666666666667
0.5999308623539065,0.8666666666666667
0.6013256753441768,0.8666666666666667
0.602452659409612,0.8666666666666667
0.6112565897237076,0.8666666666666667
0.6137255068695996,0.8666666666666667
0.620999383483818,0.8666666666666667
0.6257959222574004,0.8666666666666667
0.6328378849450585,0.8666666666666667
0.6390664265472256,0.8666666666666667
0.6390700267765959,0.8666666666666667
0.6487210189397732,0.8666666666666667
0.6512549422804826,0.8666666666666667
0.6585276425705702,0.8666666666666667
0.6625032037063939,0.8666666666666667
0.6690089847858036,0.8666666666666667
0.6764329818051681,0.8666666666666667
0.6776100453792345,0.8666666666666667
0.6788901968374733,0.8666666666666667
0.6856325831451918,0.8666666666666667
0.6866736708430682,0.8666666666666667
0.6961021831094977,0.8666666666666667
0.6987253206079871,0.8666666666666667
0.7020148929335706,0.8666666666666667
0.7109530401421976,0.8666666666666667
0.7190831882495395,0.8666666666666667
0.7218201804587049,0.8666666666666667
0.7231707167626829,0.8666666666666667
0.7292494752943507,0.8666666666666667
0.7302585628735551,0.8666666666666667
0.7389513251523434,0.8666666666666667
0.7432621938118991,0.8666666666666667
0.745424732383872,0.8666666666666667
0.7506132995503705,0.8666666666666667
0.7531364329464347,0.8666666666666667
0.7544152776659906,0.8666666666666667
0.7630364316096336,0.8666666666666667
0.7704040084393611,0.8666666666666667
0.7787343288032221,0.8666666666666667
